Geneid	gene_name	log2fc	p.value	fdr	significant
ENSG00000161526	SAP30BP	-2.6288792885220675	7.08972880965365e-8	1.3393938347738392e-5	significant
ENSG00000163357	DCST1	-2.648133376870955	7.465803345293133e-8	1.3393938347738392e-5	significant
ENSG00000165916	PSMC3	-2.6288792885220675	7.08972880965365e-8	1.3393938347738392e-5	significant
ENSG00000170445	HARS	-2.648133376870955	7.465803345293133e-8	1.3393938347738392e-5	significant
ENSG00000183207	RUVBL2	-2.648133376870955	7.465803345293133e-8	1.3393938347738392e-5	significant
ENSG00000184432	COPB2	-2.621325574203077	7.08972880965365e-8	1.3393938347738392e-5	significant
ENSG00000263956	NBPF11	-2.621325574203077	7.08972880965365e-8	1.3393938347738392e-5	significant
ENSG00000277322	NA	-2.648133376870955	7.465803345293133e-8	1.3393938347738392e-5	significant
ENSG00000140259	MFAP1	-2.6448616258804996	8.280352977260992e-8	1.4305076467568112e-5	significant
ENSG00000223496	EXOSC6	-2.6448616258804996	8.280352977260992e-8	1.4305076467568112e-5	significant
ENSG00000264343	NOTCH2NL	-2.60962520017318	8.278139638107971e-8	1.4305076467568112e-5	significant
ENSG00000277791	NA	-2.6448616258804996	8.280352977260992e-8	1.4305076467568112e-5	significant
ENSG00000100902	PSMA6	-2.6034267681922296	9.175395796469233e-8	1.4886481284393298e-5	significant
ENSG00000111361	EIF2B1	-2.6368704572012835	9.174458739368763e-8	1.4886481284393298e-5	significant
ENSG00000136003	ISCU	-2.6368704572012835	9.174458739368763e-8	1.4886481284393298e-5	significant
ENSG00000136709	WDR33	-2.6368704572012835	9.174458739368763e-8	1.4886481284393298e-5	significant
ENSG00000136810	TXN	-2.6368704572012835	9.174458739368763e-8	1.4886481284393298e-5	significant
ENSG00000182791	CCDC87	-2.6368704572012835	9.174458739368763e-8	1.4886481284393298e-5	significant
ENSG00000182858	ALG12	-2.6034267681922296	9.175395796469233e-8	1.4886481284393298e-5	significant
ENSG00000100519	PSMC6	-2.6419349448900045	1.0167514224431331e-7	1.6214143623883742e-5	significant
ENSG00000112701	SENP6	-2.6419349448900045	1.0167514224431331e-7	1.6214143623883742e-5	significant
ENSG00000180596	HIST1H2BC	-2.6020714858541902	1.0699693598246653e-7	1.677604060135177e-5	significant
ENSG00000186889	TMEM17	-2.6020714858541902	1.0699693598246653e-7	1.677604060135177e-5	significant
ENSG00000101868	POLA1	-2.6020714858541902	1.2470785903375341e-7	1.711930270442468e-5	significant
ENSG00000109475	RPL34	-2.600779263197665	1.1850165059081662e-7	1.711930270442468e-5	significant
ENSG00000125676	THOC2	-2.5983622805035087	1.312070043269766e-7	1.711930270442468e-5	significant
ENSG00000128534	NAA38	-2.60962520017318	1.2470785903375341e-7	1.711930270442468e-5	significant
ENSG00000134825	TMEM258	-2.590808566184519	1.1850165059081662e-7	1.711930270442468e-5	significant
ENSG00000135636	DYSF	-2.6288792885220675	1.3116513808517487e-7	1.711930270442468e-5	significant
ENSG00000136997	MYC	-2.5983622805035087	1.312070043269766e-7	1.711930270442468e-5	significant
ENSG00000138160	KIF11	-2.582817397505303	1.1850165059081662e-7	1.711930270442468e-5	significant
ENSG00000138592	USP8	-2.6288792885220675	1.3116513808517487e-7	1.711930270442468e-5	significant
ENSG00000141759	TXNL4A	-2.6288792885220675	1.3116513808517487e-7	1.711930270442468e-5	significant
ENSG00000143751	SDE2	-2.6288792885220675	1.3116513808517487e-7	1.711930270442468e-5	significant
ENSG00000146834	MEPCE	-2.6288792885220675	1.3116513808517487e-7	1.711930270442468e-5	significant
ENSG00000149923	PPP4C	-2.6288792885220675	1.3116513808517487e-7	1.711930270442468e-5	significant
ENSG00000155438	NIFK	-2.6288792885220675	1.1262649334580202e-7	1.711930270442468e-5	significant
ENSG00000161888	SPC24	-2.6368704572012835	1.1853021136591507e-7	1.711930270442468e-5	significant
ENSG00000171848	RRM2	-2.6288792885220675	1.3116513808517487e-7	1.711930270442468e-5	significant
ENSG00000176108	CHMP6	-2.6368704572012835	1.1853021136591507e-7	1.711930270442468e-5	significant
ENSG00000177025	C19orf18	-2.617616368852396	1.1262649334580202e-7	1.711930270442468e-5	significant
ENSG00000183072	NKX2-5	-2.6368704572012835	1.1853021136591507e-7	1.711930270442468e-5	significant
ENSG00000189091	SF3B3	-2.6368704572012835	1.1853021136591507e-7	1.711930270442468e-5	significant
ENSG00000197728	RPS26	-2.6288792885220675	1.1262649334580202e-7	1.711930270442468e-5	significant
ENSG00000198918	RPL39	-2.6288792885220675	1.3116513808517487e-7	1.711930270442468e-5	significant
ENSG00000230667	SETSIP	-2.6034267681922296	1.2470785903375341e-7	1.711930270442468e-5	significant
ENSG00000276410	NA	-2.60962520017318	1.2470785903375341e-7	1.711930270442468e-5	significant
ENSG00000049541	RFC2	-2.625607537531612	1.452255026476195e-7	1.7944486280789964e-5	significant
ENSG00000102034	ELF4	-2.5748262288260864	1.4519098476222996e-7	1.7944486280789964e-5	significant
ENSG00000105401	CDC37	-2.625607537531612	1.452255026476195e-7	1.7944486280789964e-5	significant
ENSG00000106628	POLD2	-2.5903711118242927	1.452082428205352e-7	1.7944486280789964e-5	significant
ENSG00000124562	SNRPC	-2.5903711118242927	1.452082428205352e-7	1.7944486280789964e-5	significant
ENSG00000132646	PCNA	-2.625607537531612	1.452255026476195e-7	1.7944486280789964e-5	significant
ENSG00000141552	ANAPC11	-2.5711170234754053	1.4519098476222996e-7	1.7944486280789964e-5	significant
ENSG00000176248	ANAPC2	-2.625607537531612	1.452255026476195e-7	1.7944486280789964e-5	significant
ENSG00000163811	WDR43	-2.589516343527994	1.5274331501991423e-7	1.874924191869447e-5	significant
ENSG00000100387	RBX1	-2.5678452724849503	1.6063058503603155e-7	1.8851567658159464e-5	significant
ENSG00000129933	MAU2	-2.5841726798433426	1.6064954752102878e-7	1.8851567658159464e-5	significant
ENSG00000143228	NUF2	-2.5841726798433426	1.6064954752102878e-7	1.8851567658159464e-5	significant
ENSG00000144357	UBR3	-2.5841726798433426	1.6064954752102878e-7	1.8851567658159464e-5	significant
ENSG00000164941	INTS8	-2.617616368852396	1.6054527770890367e-7	1.8851567658159464e-5	significant
ENSG00000172273	HINFP	-2.617616368852396	1.6054527770890367e-7	1.8851567658159464e-5	significant
ENSG00000188612	SUMO2	-2.617616368852396	1.6054527770890367e-7	1.8851567658159464e-5	significant
ENSG00000108559	NUP88	-2.5649185914944552	1.6893096939521592e-7	1.957864115818298e-5	significant
ENSG00000172167	MTBP	-2.6288792885220675	1.6894421837643156e-7	1.957864115818298e-5	significant
ENSG00000088325	TPX2	-2.606353449182725	1.7772868249480653e-7	1.9856657233461675e-5	significant
ENSG00000100296	THOC5	-2.617616368852396	1.7772868249480653e-7	1.9856657233461675e-5	significant
ENSG00000119720	NRDE2	-2.617616368852396	1.7772868249480653e-7	1.9856657233461675e-5	significant
ENSG00000120837	NFYB	-2.617616368852396	1.7772868249480653e-7	1.9856657233461675e-5	significant
ENSG00000130713	EXOSC2	-2.622680856541117	1.7764189068155974e-7	1.9856657233461675e-5	significant
ENSG00000158417	EIF5B	-2.622680856541117	1.7764189068155974e-7	1.9856657233461675e-5	significant
ENSG00000010244	ZNF207	-2.5921638485225587	1.9649562103184787e-7	2.0596715152877626e-5	significant
ENSG00000021776	AQR	-2.5983622805035087	1.9649562103184787e-7	2.0596715152877626e-5	significant
ENSG00000100603	SNW1	-2.60962520017318	1.964117594302799e-7	2.0596715152877626e-5	significant
ENSG00000114346	ECT2	-2.60962520017318	1.964117594302799e-7	2.0596715152877626e-5	significant
ENSG00000116459	ATP5F1	-2.582817397505303	1.8681908183506805e-7	2.0596715152877626e-5	significant
ENSG00000136146	MED4	-2.582817397505303	1.8681908183506805e-7	2.0596715152877626e-5	significant
ENSG00000140829	DHX38	-2.5950905295130537	1.9649562103184787e-7	2.0596715152877626e-5	significant
ENSG00000144566	RAB5A	-2.5950905295130537	1.9649562103184787e-7	2.0596715152877626e-5	significant
ENSG00000146143	PRIM2	-2.5950905295130537	1.9649562103184787e-7	2.0596715152877626e-5	significant
ENSG00000181789	COPG1	-2.5983622805035087	1.9649562103184787e-7	2.0596715152877626e-5	significant
ENSG00000182923	CEP63	-2.60962520017318	1.964117594302799e-7	2.0596715152877626e-5	significant
ENSG00000109606	DHX15	-2.5715544778356314	2.0652368492856757e-7	2.060797581819086e-5	significant
ENSG00000122545	SEPT7	-2.5715544778356314	2.0652368492856757e-7	2.060797581819086e-5	significant
ENSG00000149435	GGTLC1	-2.594080317174974	2.064917394351152e-7	2.060797581819086e-5	significant
ENSG00000159210	SNF8	-2.617616368852396	2.0654365301756303e-7	2.060797581819086e-5	significant
ENSG00000164758	MED30	-2.617616368852396	2.0654365301756303e-7	2.060797581819086e-5	significant
ENSG00000173812	EIF1	-2.5815251748487777	2.0652368492856757e-7	2.060797581819086e-5	significant
ENSG00000196734	LCE1B	-2.5715544778356314	2.0652368492856757e-7	2.060797581819086e-5	significant
ENSG00000205730	ITPRIPL2	-2.5715544778356314	2.0652368492856757e-7	2.060797581819086e-5	significant
ENSG00000249967	PI4K2A	-2.617616368852396	2.0654365301756303e-7	2.060797581819086e-5	significant
ENSG00000102900	NUP93	-2.5510081668302194	2.1707919151288992e-7	2.0877647191997426e-5	significant
ENSG00000116754	SRSF11	-2.5903711118242927	2.1707919151288992e-7	2.0877647191997426e-5	significant
ENSG00000119414	PPP6C	-2.5403479794511337	2.1707919151288992e-7	2.0877647191997426e-5	significant
ENSG00000122026	RPL21	-2.548018426158209	2.1707919151288992e-7	2.0877647191997426e-5	significant
ENSG00000196834	POTEI	-2.5380315369104	2.1707919151288992e-7	2.0877647191997426e-5	significant
ENSG00000205420	KRT6A	-2.5465464114320837	2.1707919151288992e-7	2.0877647191997426e-5	significant
ENSG00000213246	SUPT4H1	-2.5463677755895757	2.1707919151288992e-7	2.0877647191997426e-5	significant
ENSG00000031698	SARS	-2.5598541038057343	2.282165897258838e-7	2.1420743500979355e-5	significant
ENSG00000105640	RPL18A	-2.5791081921546217	2.2827794945372006e-7	2.1420743500979355e-5	significant
ENSG00000154080	CHST9	-2.5587201595135047	2.282165897258838e-7	2.1420743500979355e-5	significant
ENSG00000189269	C22orf43	3.972515442782321	2.284664999836473e-7	2.1420743500979355e-5	significant
ENSG00000213397	HAUS7	-2.5791081921546213	2.2818153337798464e-7	2.1420743500979355e-5	significant
ENSG00000166926	MS4A6E	-2.5268478691569065	2.398407644429316e-7	2.227280221705349e-5	significant
ENSG00000171863	RPS7	-2.5758364411641663	2.3994175397297417e-7	2.227280221705349e-5	significant
ENSG00000106588	PSMA2	-2.606353449182725	2.5206492323393315e-7	2.306372910456652e-5	significant
ENSG00000136518	ACTL6A	-2.5729097601736712	2.5217069017748795e-7	2.306372910456652e-5	significant
ENSG00000163872	YEATS2	-2.5555721404771994	2.521033795411454e-7	2.306372910456652e-5	significant
ENSG00000110446	SLC15A3	-2.5238419362502333	2.648999808419491e-7	2.3313697370514558e-5	significant
ENSG00000115523	GNLY	-2.523762909802116	2.648999808419491e-7	2.3313697370514558e-5	significant
ENSG00000122882	ECD	-2.5238419362502333	2.648999808419491e-7	2.3313697370514558e-5	significant
ENSG00000132383	RPA1	-2.5217833814681856	2.648999808419491e-7	2.3313697370514558e-5	significant
ENSG00000139350	NEDD1	-2.565621863938463	2.648999808419491e-7	2.3313697370514558e-5	significant
ENSG00000164091	WDR82	-2.5217833814681856	2.648999808419491e-7	2.3313697370514558e-5	significant
ENSG00000183137	CEP57L1	-2.5204911588116605	2.648999808419491e-7	2.3313697370514558e-5	significant
ENSG00000198258	UBL5	-2.5195599729216984	2.648999808419491e-7	2.3313697370514558e-5	significant
ENSG00000134308	YWHAQ	-2.5649185914944552	2.7835464403294705e-7	2.4165154412424683e-5	significant
ENSG00000142230	SAE1	-2.548591184136063	2.7839681487620464e-7	2.4165154412424683e-5	significant
ENSG00000156508	EEF1A1	-2.611417936871446	2.7846008139518205e-7	2.4165154412424683e-5	significant
ENSG00000092201	SUPT16H	-2.5715544778356314	2.92584090971832e-7	2.5041440226387343e-5	significant
ENSG00000162873	KLHDC8A	-2.60962520017318	2.9249577034702375e-7	2.5041440226387343e-5	significant
ENSG00000164167	LSM6	-2.5791081921546217	2.925730496461849e-7	2.5041440226387343e-5	significant
ENSG00000104884	ERCC2	-2.5870993608338377	3.0741603285705667e-7	2.5836794329040374e-5	significant
ENSG00000133706	LARS	-2.5870993608338377	3.0741603285705667e-7	2.5836794329040374e-5	significant
ENSG00000188234	AGAP4	-2.5352834917624127	3.073293401997307e-7	2.5836794329040374e-5	significant
ENSG00000221972	C3orf36	-2.5983622805035087	3.0741603285705667e-7	2.5836794329040374e-5	significant
ENSG00000019485	PRDM11	-2.606353449182725	3.229605100956452e-7	2.6900880345377448e-5	significant
ENSG00000150459	SAP18	-2.5711170234754053	3.2292420514531034e-7	2.6900880345377448e-5	significant
ENSG00000102349	KLF8	3.957707551632771	3.395159223791998e-7	2.7906114888771413e-5	significant
ENSG00000170860	LSM3	-2.5791081921546213	3.3924980746321507e-7	2.7906114888771413e-5	significant
ENSG00000196305	IARS	-2.6034267681922296	3.3926880976243915e-7	2.7906114888771413e-5	significant
ENSG00000013275	PSMC4	-2.5983622805035087	3.561850183846821e-7	2.8781577929785457e-5	significant
ENSG00000106245	BUD31	-2.5678452724849503	3.563308398200428e-7	2.8781577929785457e-5	significant
ENSG00000125449	ARMC7	-2.5649185914944552	3.563043230426707e-7	2.8781577929785457e-5	significant
ENSG00000197780	TAF13	-2.548591184136063	3.563374692775453e-7	2.8781577929785457e-5	significant
ENSG00000076003	MCM6	-2.5841726798433426	3.7427523094122925e-7	2.9589946012294306e-5	significant
ENSG00000082516	GEMIN5	-2.5841726798433426	3.7427523094122925e-7	2.9589946012294306e-5	significant
ENSG00000103275	UBE2I	-2.531754078481332	3.7415035448026806e-7	2.9589946012294306e-5	significant
ENSG00000118491	ZC2HC1B	-2.5287643378093216	3.7415035448026806e-7	2.9589946012294306e-5	significant
ENSG00000163608	C3orf17	-2.5231386638062254	3.7415035448026806e-7	2.9589946012294306e-5	significant
ENSG00000126216	TUBGCP3	-2.544309220807528	3.9303926513228443e-7	3.068620914430493e-5	significant
ENSG00000140396	NCOA2	-2.5729097601736712	3.9305378674554433e-7	3.068620914430493e-5	significant
ENSG00000169403	PTAFR	-2.5748262288260864	3.930755700229863e-7	3.068620914430493e-5	significant
ENSG00000135439	AGAP2	-2.507593780808019	4.126184041288061e-7	3.1563978650478746e-5	significant
ENSG00000137154	RPS6	-2.5711170234754053	4.127779392602001e-7	3.1563978650478746e-5	significant
ENSG00000143748	NVL	-2.5589993355094354	4.127323524328435e-7	3.1563978650478746e-5	significant
ENSG00000241468	ATP5J2	-2.5598541038057343	4.127779392602001e-7	3.1563978650478746e-5	significant
ENSG00000266472	AC242988.1	-2.5711170234754053	4.127779392602001e-7	3.1563978650478746e-5	significant
ENSG00000006712	PAF1	-2.5903711118242927	4.3334400612035577e-7	3.221957089489021e-5	significant
ENSG00000122406	RPL5	-2.6001550172017747	4.3343939836088774e-7	3.221957089489021e-5	significant
ENSG00000171396	KRTAP4-4	-2.5373282644663915	4.333758015476044e-7	3.221957089489021e-5	significant
ENSG00000173145	NOC3L	-2.551862935126518	4.330261610684061e-7	3.221957089489021e-5	significant
ENSG00000173575	CHD2	-2.553655671824784	4.3336785250458596e-7	3.221957089489021e-5	significant
ENSG00000173692	PSMD1	-2.536318052128312	4.3320095127464307e-7	3.221957089489021e-5	significant
ENSG00000204172	AGAP10	-2.548591184136063	4.334155486248089e-7	3.221957089489021e-5	significant
ENSG00000124635	HIST1H2BJ	-2.504587847901346	4.5488887074584014e-7	3.3036652203411734e-5	significant
ENSG00000135070	ISCA1	-2.531754078481332	4.5482236007302883e-7	3.3036652203411734e-5	significant
ENSG00000148303	RPL7A	-2.500305884572811	4.5488887074584014e-7	3.3036652203411734e-5	significant
ENSG00000169564	PCBP1	-2.551862935126518	4.550551836358031e-7	3.3036652203411734e-5	significant
ENSG00000179603	GRM8	-2.502529293119298	4.5488887074584014e-7	3.3036652203411734e-5	significant
ENSG00000261456	TUBB8	-2.5344015834758964	4.5500528433712053e-7	3.3036652203411734e-5	significant
ENSG00000105618	PRPF31	-2.5711170234754053	4.776568823646005e-7	3.415539086398864e-5	significant
ENSG00000145626	UGT3A1	-2.5758364411641663	4.777873842588184e-7	3.415539086398864e-5	significant
ENSG00000168906	MAT2A	-2.5758364411641663	4.777873842588184e-7	3.415539086398864e-5	significant
ENSG00000198400	NTRK1	-2.5344015834758964	4.777351798632833e-7	3.415539086398864e-5	significant
ENSG00000103035	PSMD7	-2.491532191533409	5.013215113035449e-7	3.543694829540614e-5	significant
ENSG00000164880	INTS1	-2.5903711118242927	5.011668695543979e-7	3.543694829540614e-5	significant
ENSG00000263001	GTF2I	-2.5598541038057343	5.014124959795917e-7	3.543694829540614e-5	significant
ENSG00000105298	CACTIN	-2.5791081921546213	5.262388866211364e-7	3.6911899047282564e-5	significant
ENSG00000138326	RPS24	-2.4714233348882226	5.261532508700686e-7	3.6911899047282564e-5	significant
ENSG00000087086	FTL	-2.551862935126518	5.524080011766708e-7	3.8315347531428706e-5	significant
ENSG00000108244	KRT23	-2.551862935126518	5.524080011766708e-7	3.8315347531428706e-5	significant
ENSG00000175137	SH3BP5L	-2.551862935126518	5.524080011766708e-7	3.8315347531428706e-5	significant
ENSG00000004897	CDC27	-2.5187774485615124	5.797980306659651e-7	3.877721408186151e-5	significant
ENSG00000076924	XAB2	-2.437479131837428	5.795690757140038e-7	3.877721408186151e-5	significant
ENSG00000100142	POLR2F	-2.556582352815279	5.796627298323478e-7	3.877721408186151e-5	significant
ENSG00000100564	PIGH	-2.454550933450118	5.795690757140038e-7	3.877721408186151e-5	significant
ENSG00000116990	MYCL	-2.513792212788969	5.79537860526906e-7	3.877721408186151e-5	significant
ENSG00000124196	GTSF1L	-2.5729097601736712	5.798292577391749e-7	3.877721408186151e-5	significant
ENSG00000124444	ZNF576	-2.5231386638062254	5.79850076580521e-7	3.877721408186151e-5	significant
ENSG00000140988	RPS2	-2.4299173432871286	5.795690757140038e-7	3.877721408186151e-5	significant
