gene_name	Calu3_COV2_Rep1	Calu3_COV2_Rep2	Calu3_COV2_Rep3
ABHD4	-0.09462790581343261	-1.0713505547155622	-0.3213505547155622
ABHD5	0.18424139854155153	-0.19440189466588798	-0.5
ABHD6	-0.21449524878189297	-0.568254623601604	-0.568254623601604
ABHD8	-0.3134391480614457	-0.23854907759671873	-0.5923084524164297
ABI1	-0.278869304354984	-0.925109929535273	-0.925109929535273
ABI2	2.69982040538048	0.8648579046593243	0
ABI3	0	-1.2385490775967187	-0.7385490775967187
ABI3BP	-0.43872187554086706	0.853759374819711	-0.9387218755408671
ABL1	-0.896240625180289	-0.896240625180289	-0.896240625180289
ABL2	1.25	1.1148579046593243	0
ABLIM1	-0.8304820237218407	-0.3786432932074396	0.2924812503605779
ABLIM2	0.8304820237218405	1.160964047443681	0.5
ABLIM3	-2.2555919532571136	-2.2555919532571136	-1.7555919532571136
ABO	0	2.0804820237218404	0
ABR	-1.2385490775967187	-1.2385490775967187	-0.09230845241642971
ABRA	1.542481250360578	0.9767226489021296	0
ABRACL	1.5523633414072375	0.5	0.25
ABT1	1.7443199808749792	0.5	0
ABTB1	0.75	0.5804820237218405	0.9767226489021296
ABTB2	0.2800735584294278	0.5300735584294278	0.09583215988787641
AC002310.13	0.25	0.9767226489021297	1.0804820237218404
AC002365.1	0.792481250360578	1	1.2610985298396133
AC002472.13	1.5572046726239703	1.146240625180289	0.25
AC003006.7	-1.1148579046593243	-0.36485790465932433	-0.8648579046593243
AC004076.7	0.925109929535273	0	0
AC004706.1	0.396240625180289	0	0.25
AC005013.1	-0.2499999999999999	-1.175109929535273	-1.175109929535273
AC006547.14	-1.146240625180289	0.12562508513229576	0.396240625180289
AC011242.6	1.146240625180289	1.403677461028802	1.1148579046593243
AC011530.4	0.5	0.25	0.25
AC012313.1	1.0804820237218407	0.5	1.2610985298396133
AC013269.5	-1.0619818783608963	-1.0619818783608963	-0.08525922945876674
AC018720.10	-2.2457483936735776	-2.2457483936735776	-1.9957483936735776
AC034228.7	1.3648579046593243	0	0.25
AC037459.4	0.701838730514401	0.646240625180289	1.042481250360578
AC068533.7	0.646240625180289	1.451838730514401	0.75
AC069368.3	0.5	0	0
AC073610.5	1.146240625180289	0.896240625180289	0.25
AC074212.3	0	0.25	1.2267226489021295
AC079354.1	1.451838730514401	1.80720467262397	0
AC104534.3	0	0	0
AC104809.3	2.0666966351737255	1.7175911798958512	0
AC112218.1	0	0	0
AC211429.1	0.5804820237218405	0.8304820237218405	0
AC231657.1	-1.1308904890142533	-1.1308904890142533	-1.1308904890142533
AC239799.1	0	0	0
AC239811.2	-1.042481250360578	-1.042481250360578	-0.4619992266387375
AC240565.1	2.571350554715562	0.792481250360578	0.8304820237218405
AC242842.2	-0.8304820237218407	-0.43424139854155164	-0.18424139854155164
AC242988.1	0	0	0
AC243547.1	-1.214495248781893	0.07798600157868507	-1.214495248781893
AC244102.1	0.7139025226662061	0.36014314784649515	1.0167785489646342
AC244230.1	0	0	0
AC244394.1	1.1751099295352732	0	0
AC244517.1	2.22672264890213	0.8648579046593243	0
AC253572.1	0.396240625180289	0.5804820237218405	0.646240625180289
ACAA1	0.396240625180289	1.9486039665875265	0
ACAA2	0.5804820237218405	0	1.3729632740824185
ACACB	1.09807935569469	1.542481250360578	2.1961587113893803
ACAD10	0	0	0
ACAD11	0.5	1.0804820237218407	0
ACAD8	0.896240625180289	1	0.75
ACAD9	0.2748839183877285	0.07002697979818373	-0.305598105334112
ACADL	-1.201838730514401	-1.201838730514401	-0.5555981053341119
ACADM	1.292481250360578	1.0804820237218404	0.25
ACADS	-0.7398395038756634	-0.716562152777793	-0.7823207542362415
ACADSB	1.201838730514401	0.25	0
ACADVL	0.701838730514401	0	0
ACAN	-1.410964047443681	-0.5147234222633921	-1.160964047443681
ACAP1	-0.07703057384058276	1.117371320825305	0.32489007046472707
ACAP2	0	1.1148579046593243	0
ACAP3	0	0.646240625180289	0
ACAT1	-1.234828018325224	-1.2516065672898582	-1.769203899262708
ACAT2	0.5	0	0.5
ACBD3	-0.9885490775967187	-0.5923084524164297	-0.036710347082317685
ACBD4	-0.23923281952702857	-0.03437588093748378	-1.2610985298396133
ACBD5	0.792481250360578	0.701838730514401	0.5
ACBD7	-0.9846498638339642	-0.6308904890142533	-1.1308904890142533
ACCS	1	0	0
ACCSL	-0.25	-0.25	-0.25
ACD	1.7848878380996984	0.5804820237218405	0.396240625180289
ACE	2.464495248781893	1.438721875540867	0.5804820237218405
ACE2	3.987893071937784	1.776878098568437	1.5760597152187759
ACER1	2.86383180507614	0.8648579046593243	0.25
ACER2	0.951838730514401	1.841580553561454	0
ACER3	-1.4396113303941642	-2.4163339792962937	-1.8358519555744532
ACHE	0	0.5	0
ACIN1	0	0.75	0
ACKR2	0	0	0
ACKR3	2.9461587113893803	1.744319980874979	0.5
ACKR4	-0.8304820237218407	-1.2267226489021297	-1.2267226489021297
ACLY	0	0	0
ACMSD	0.11186474424280535	-0.18974797512405128	-0.8648579046593243
ACN9	-0.25	-0.4686172794790353	0.25810536942309426
ACO1	2.4629372603540145	1.4706607623404604	0
ACO2	0	0.396240625180289	0
ACOT1	-1.2267226489021297	-0.25	-0.22672264890212968
ACOT11	-0.263611946005594	-1.188721875540867	-1.188721875540867
ACOT12	0.8480793556946901	0.20183873051440104	-0.5
ACOT13	-0.964495248781893	-0.714495248781893	-0.2377725998797634
ACOT2	-0.25	-1.146240625180289	-0.646240625180289
ACOT4	0	0.701838730514401	0.5
ACOT6	0.646240625180289	0.5804820237218405	0.25
ACOT7	2.519203899262708	1.146240625180289	0.396240625180289
ACOT8	1.7485883592147144	-0.25	2.086073976978954
ACOT9	1.0218657103125848	0.5804820237218405	0.396240625180289
ACOX1	0.896240625180289	1	2.4285613794165304
ACOX2	1.3648579046593243	1.0218657103125848	0
ACOX3	0	1.4706607623404604	0.396240625180289
ACOXL	-0.7516065672898581	-1.9534452978042591	-2.203445297804259
ACP1	1.292481250360578	0.9767226489021296	0.75
ACP2	1.1148579046593243	0	1.7175911798958512
ACP5	0.646240625180289	0	0
ACP6	-1.146240625180289	-0.08425874681939272	-0.896240625180289
ACPL2	0	0.396240625180289	0.8304820237218405
ACPP	-1.7485883592147144	1.5192772314244414	-1.4985883592147144
ACPT	-1.4619992266387376	-2.292481250360578	-1.646240625180289
ACR	1.6505090035200243	0.6711245435680177	0.486883145026466
ACRBP	-0.7018387305144009	0.8797686412661749	-0.055598105334111914
ACRC	0.35013448239593226	-0.5804820237218405	-0.014723422263392072
ACRV1	1.571350554715562	1.6609640474436813	-0.25
ACSBG1	0.03800077336126251	-1.188721875540867	-0.3582398518190265
ACSBG2	-2.336628433291409	-2.586628433291409	-2.1903878081111197
ACSF2	-0.13813525575719465	0.13514209534067567	-0.4686172794790353
ACSF3	0	0.396240625180289	0
ACSL1	1.4885490775967187	1.660964047443681	0
ACSL3	0	0	0.25
ACSL4	0	0	0.25
ACSL5	2.4534452978042594	0	0.5
ACSL6	0	0	1.042481250360578
ACSM1	0	0.646240625180289	0
ACSM2A	0.25	0.396240625180289	0.396240625180289
ACSM2B	0.0619818783608963	-0.5	-1
ACSM3	0.701838730514401	0.25	0.792481250360578
ACSM4	2.0572046726239703	2.4629372603540145	1.938721875540867
ACSM5	0.8648579046593243	0.5804820237218405	0.5804820237218405
ACSS1	1.201838730514401	0.8304820237218405	1.4767226489021295
ACSS2	0.5804820237218405	1.396240625180289	0.5804820237218405
ACSS3	0.75	0.25	0.5804820237218405
ACTA1	-0.0592597993252123	-0.3092597993252123	-0.5110985298396133
ACTA2	0	1.3213505547155622	0
ACTB	-0.13687194882562326	-1.0619818783608963	-0.4157412531806073
ACTBL2	0.8304820237218405	0.396240625180289	0.896240625180289
ACTC1	0.75	1.792481250360578	0
ACTG1	1.542481250360578	1.146240625180289	0.25
ACTG2	1	0	0.701838730514401
ACTL10	-0.5218657103125848	-0.5218657103125848	-0.12562508513229576
ACTL6A	0	0	0
ACTL6B	-0.29350734994376226	-1.2186172794790355	-1.799099303200876
ACTL7A	0	0.396240625180289	0
ACTL7B	0.701838730514401	2.1386472129194094	0.396240625180289
ACTL8	-1.214495248781893	-0.964495248781893	-1.214495248781893
ACTL9	-1.160964047443681	-0.4109640474436811	-0.5804820237218405
ACTN1	-1.1148579046593243	0.6118647442428053	-0.8648579046593243
ACTN2	1.3304820237218407	0.646240625180289	1.653677461028802
ACTN3	0.3342587468193927	-1.0619818783608963	-1.0619818783608963
ACTN4	-1.6347897027770077	-1.146240625180289	-2.3847897027770077
ACTR10	-1.410964047443681	-1.050820899597186	-2.1128027779580822
ACTR1A	-0.3119818783608963	-0.9157412531806073	-0.38687194882562326
ACTR1B	0.9767226489021296	0.646240625180289	0.396240625180289
ACTR2	0.5804820237218405	0	0.25
ACTR3	0.603759374819711	-0.542481250360578	-1.292481250360578
ACTR3B	0	0	0
ACTR3C	1.042481250360578	0.951838730514401	0
ACTR5	-1.626948660049674	-2.273189285229963	-1.2964666363278334
ACTR6	0	0	0
ACTR8	0.5	0.701838730514401	0.396240625180289
ACTRT1	0.792481250360578	0	0
ACTRT2	-0.25	-0.75	-0.353759374819711
ACTRT3	1.0804820237218404	0.701838730514401	0
ACVR1	1.175109929535273	0	0.25
ACVR1B	0.07703057384058276	0.1286432932074395	0.3786432932074395
ACVR1C	0.25	0.5804820237218405	0
ACVR2A	0.5	0	0.646240625180289
ACVR2B	-1.146240625180289	-0.896240625180289	-0.646240625180289
ACVRL1	0.25	0	0.396240625180289
ACY3	1.201838730514401	1.2267226489021295	0
ACYP1	-0.5700269797981837	0.14624062518028902	0.3818117507162173
ACYP2	2.4154445244429965	0.8304820237218405	0
ADA	0	0.8304820237218405	0.5
ADAD1	0	0	0.8304820237218405
ADAD2	1.292481250360578	0	0
ADAL	0.25	1.4582225035411853	0.5804820237218405
ADAM10	2.286801231235557	0.25	0
ADAM11	1.34807935569469	0	0
ADAM12	1.7899678341945973	2.6564272107661164	0
ADAM15	-1.160964047443681	-0.6609640474436811	-0.9109640474436811
ADAM17	1.6308904890142533	0.5	0
ADAM18	1.1308904890142533	0.646240625180289	0.25
ADAM19	0	1.9181063354928738	0.25
ADAM2	-0.646240625180289	-1.146240625180289	-1.146240625180289
ADAM20	1.146240625180289	0.646240625180289	0
ADAM21	0	0.8304820237218405	0.396240625180289
ADAM22	-1.0619818783608963	-0.3119818783608963	-0.6657412531806073
ADAM23	2.273189285229963	0.75	0
ADAM28	0.11391987094404743	-1.0323207542362416	-1.2823207542362416
ADAM29	-1.5727351006009194	-1.3051377686280698	-2.40321712432276
ADAM30	0	0.25	0.396240625180289
ADAM32	1.5271311141945423	2.069031101318559	0.75
ADAM33	1.55720467262397	0.25	0
ADAM7	-0.7718657103125848	0.30861631340925577	-0.2951430614104551
ADAM8	1.4767226489021297	1.494319980874979	1.695339928381165
ADAM9	0	0	0
ADAMDEC1	-0.0451430614104551	-0.021865710312584774	-1.0218657103125848
ADAMTS1	2.2692038992627075	0.396240625180289	0.75
ADAMTS10	-1	0.10935132807682457	-1
ADAMTS12	0.18872187554086706	0.29248125036057804	0.08048202372184055
ADAMTS13	0.75	0.25	0.896240625180289
ADAMTS14	-1.0619818783608963	-0.16574125318060728	0.5609813957215223
ADAMTS15	-1.0980793556946902	-0.002873909709457556	-1.3480793556946902
ADAMTS16	0.5	0	0
ADAMTS17	-0.23149985463905576	0.3109813957215224	-1.0619818783608963
ADAMTS18	0	0	0
ADAMTS19	0.1907402006747877	-0.011098529839613347	-0.03437588093748378
ADAMTS2	1.4767226489021295	0.75	1.4767226489021295
ADAMTS20	0.5804820237218405	1.9737044408269857	1.292481250360578
ADAMTS3	0.25	0.896240625180289	0.5
ADAMTS4	0	1.55720467262397	0.5
ADAMTS5	0.396240625180289	0.9767226489021296	0.5804820237218405
ADAMTS6	-0.5946279058134324	-0.5946279058134324	-0.2788693043549839
ADAMTS7	0.25	0	0
ADAMTS8	1.042481250360578	0.396240625180289	0.25
ADAMTS9	1.1636258584935584	0.02577337324102591	-0.07386397088154273
ADAMTSL1	-0.42510992953527293	0.3359886003043404	0.9478533445471458
ADAMTSL2	1.0459492940059674	-0.4290517584998522	-1.1308904890142533
ADAMTSL3	-0.925109929535273	-1.1751099295352732	-0.925109929535273
ADAMTSL4	1.2718657103125848	0	0.701838730514401
ADAMTSL5	0.925109929535273	0.646240625180289	0.75
ADAP1	-0.1960678272361407	-0.23854907759671873	-0.4460678272361407
ADAP2	0.396240625180289	-0.542481250360578	-1.042481250360578
ADAR	0	0	0.25
ADARB1	1.438721875540867	0	1.5713505547155622
ADARB2	-1.214495248781893	-0.34963734412256864	-1.214495248781893
ADAT1	1.0980793556946902	1.903677461028802	0.646240625180289
ADAT2	0.896240625180289	0.25	0.25
ADAT3	0.951838730514401	0.5	0
ADC	1.1751099295352732	1.3304820237218404	0.5
ADCK1	1.292481250360578	1.201838730514401	0.646240625180289
ADCK2	-0.0946279058134325	0.721130695645016	-0.925109929535273
ADCK3	-0.6573391550199024	-2.0535797802001916	-1.2610985298396133
ADCK4	3.545054995542548	0.25	0.5804820237218405
ADCK5	0	0	0.25
ADCY1	-1.089388001154521	0.12510724762737202	-0.839388001154521
ADCY10	0	0.646240625180289	0.25
ADCY2	1.6189333577415994	1.75	0
ADCY3	1.6148579046593243	0.75	0
ADCY4	-0.3517938453764684	-0.0059616854885921056	-1.4826843343907217
ADCY5	2.6229632740824185	0.5804820237218405	0.896240625180289
ADCY6	-0.23149985463905576	-0.8119818783608963	-0.8119818783608963
ADCY7	1.0980793556946902	0.8304820237218405	1.042481250360578
ADCY8	-0.18872187554086706	-1.188721875540867	-1.188721875540867
ADCY9	1.6148579046593243	0.646240625180289	0
ADCYAP1	-1.1148579046593243	-1.1148579046593243	-0.7186172794790353
ADCYAP1R1	-0.16951797627815945	-0.75	0.7267226489021297
ADD1	0.896240625180289	0.75	0
ADD2	-0.06575860145844847	0.20183873051440104	-0.896240625180289
ADD3	0.396240625180289	1.0619818783608963	1.451838730514401
ADGB	-0.07002697979818373	-0.22938445995200674	0.9892328195270286
ADH1A	0.5	0.25	0.396240625180289
ADH1B	1.5323207542362416	1.3648579046593243	0.5
ADH1C	-0.22938445995200674	0.4781342896874152	-0.7718657103125848
ADH4	-0.396240625180289	-0.7119992266387375	-0.25
ADH5	0	0.8648579046593243	0.5804820237218405
ADH6	0.5	0.5	0.5
ADH7	-1.188721875540867	-0.396240625180289	-1.188721875540867
ADHFE1	0	0.646240625180289	0
ADI1	-0.16746284957691726	0	-0.45183873051440104
ADIG	0.646240625180289	1.6308904890142533	0.701838730514401
ADIPOQ	-0.3369808258550766	-1.201838730514401	0.1286432932074396
ADIPOR1	-0.792481250360578	0.37562508513229576	-1.292481250360578
ADIPOR2	-1.0464666363278337	-1.876948660049674	-2.273189285229963
ADIRF	0.2681890856088287	-0.818254623601604	-0.818254623601604
ADK	-1.7267226489021297	-1.6711245435680175	-2.042481250360578
ADM	-1.6026305045390876	-0.9812737977465272	-2.3293531534412173
ADM2	0.2823207542362416	1.6663339792962941	0
ADM5	0.278869304354984	-0.792481250360578	-0.340642519846177
ADNP	0.542481250360578	-0.25	0
ADNP2	-1.3119818783608963	0	-0.9157412531806073
ADO	2.663659007131992	0.25	0
ADORA1	-0.10375937481971098	-0.43424139854155164	-0.10375937481971109
ADORA2A	0.5	1.59807935569469	1.6023477340344252
ADORA2B	1.1148579046593243	0	0
ADORA3	-0.021865710312584774	-0.7718657103125848	-0.5218657103125848
ADPGK	0.17241496984696236	1.2290421022991325	-0.4460678272361407
ADPRH	-0.03437588093748378	-0.4686172794790353	-1.1148579046593243
ADPRHL1	0.701838730514401	0.8304820237218405	0
ADPRHL2	-0.015350136166035755	-1.146240625180289	-1.146240625180289
ADPRM	2.57480200459682	0.396240625180289	0.25
ADRA1A	1.042481250360578	-0.18424139854155164	-0.8304820237218407
ADRA1B	1.1148579046593243	1.410964047443681	0.5
ADRA1D	0.18424139854155153	0.5147234222633922	0.805598105334112
ADRA2A	1.4181063354928738	1.201838730514401	0
ADRA2C	0.25	0.896240625180289	0.896240625180289
ADRB1	-0.14624062518028902	0.9686172794790353	0.7398395038756636
ADRB2	-0.16951797627815945	-0.38514209534067567	-1.25
ADRB3	0.20912531692928005	1.105365942109569	-0.555598105334112
ADRBK1	-1.3263599930246983	-2.4412178976840226	-2.4412178976840226
ADRBK2	0	0.25	0.396240625180289
ADRM1	-0.8119818783608963	-0.19712397370157198	-0.5619818783608963
ADSL	1.7999180862090913	0.5	0
ADSS	0.646240625180289	0.5	0.396240625180289
ADSSL1	0	0	0
ADTRP	0	0.646240625180289	0.646240625180289
AEBP1	-1.0980793556946902	1.312884691748991	-1.0980793556946902
AEBP2	1.1148579046593243	0.396240625180289	0
AEN	-0.6751099295352729	-1.425109929535273	-0.7788693043549839
AES	-0.964495248781893	-0.964495248781893	0.11598677493994758
AFAP1	1.146240625180289	0.5	0.396240625180289
AFAP1L1	1	0.646240625180289	0.5
AFAP1L2	1.9629372603540145	0.646240625180289	0
AFF1	0.396240625180289	0	0.646240625180289
AFF2	-0.8648579046593243	0.5804820237218405	-1.1148579046593243
AFF3	0.16474077054123326	-1.0619818783608963	-1.0619818783608963
AFF4	0.45183873051440104	-0.45751874963942196	-0.6695179762781595
AFG3L2	-1.2610985298396133	0.396240625180289	-0.8648579046593243
AFM	1.3766843333539134	0.10375937481971098	0.4342413985415514
AFMID	1.7610985298396133	0.25	0
AFP	0.9548569385895449	-0.5218657103125848	-0.09675578077731173
AFTPH	2.4885490775967187	0.75	1.8166966351737255
AGA	-0.25	0.14624062518028902	-0.25
AGAP1	-0.3223766542987463	1.8794620762156549	-0.7186172794790353
AGAP10	0	0	0
AGAP2	0	0	0
AGAP3	0	2.4914460711655217	0.646240625180289
AGAP4	0	0	0
AGAP5	1.5271311141945423	0	0
AGAP6	-0.396240625180289	-1.042481250360578	-1.042481250360578
AGBL2	0.6995915347075873	-1.1308904890142533	-0.6308904890142533
AGBL3	0	0.5	0.5804820237218405
AGBL4	0.14624062518028924	1.9198700248763618	-0.026728800979127998
AGBL5	0.396240625180289	0.951838730514401	0.25
AGER	0	0.5804820237218405	0.396240625180289
AGFG1	0	1.494319980874979	0
AGFG2	1.75	0.896240625180289	0
AGGF1	0.25	1.403677461028802	0
AGK	1.7443199808749792	1.292481250360578	0.5804820237218405
AGL	1.175109929535273	0	-0.8648579046593243
AGMAT	0.5946279058134325	0.6148579046593243	-0.8304820237218405
AGMO	0.5	1.042481250360578	0
AGO1	-0.9767226489021297	1.2194360624872504	-0.39624062518028913
AGO2	0	0.396240625180289	0.25
AGO3	0.396240625180289	0	0
AGO4	0.5	1.5619818783608963	-0.25
AGPAT1	0	0.25	0
AGPAT2	0.396240625180289	0.75	0
AGPAT3	0.792481250360578	0.675109929535273	0.25
AGPAT4	-1.2385490775967187	-1.2385490775967187	-0.8423084524164297
AGPAT5	1.8166966351737255	1.0218657103125848	0.25
AGPAT6	0.07237665429874629	-0.792481250360578	1.0074368358485133
AGPAT9	1.0723766542987463	-1.042481250360578	-0.25
AGPS	-0.8860801290559526	-0.20183873051440093	-1.2823207542362416
AGR2	-0.26759733197284963	-0.09807935569469017	0.23240266802715037
AGR3	-1.1386472129194094	-1.3886472129194094	-0.9924065877391204
AGRN	-0.646240625180289	-0.03138272052096469	-0.3157586014584485
AGRP	-1.305598105334112	-0.9751160816122714	-1.5
AGT	-0.555598105334112	-0.951838730514401	-0.951838730514401
AGTPBP1	0.5804820237218405	0.5804820237218405	0
AGTR1	0	0	0
AGTR2	0.396240625180289	0.396240625180289	1
AGTRAP	1.9181063354928738	0.75	0
AGXT	0.5	0.896240625180289	0.8304820237218405
AGXT2	-0.25	0.8119818783608963	0.33048202372184055
AHCTF1	0	0	0
AHCY	0.5	1.744319980874979	0
AHCYL1	0.6381352557571947	-0.8729632740824187	-0.8729632740824187
AHCYL2	0.8304820237218405	0	0.396240625180289
AHDC1	1.0980793556946902	0.5	0.75
AHI1	0.1286432932074394	-0.09807935569469017	-1.0980793556946902
AHNAK	0.396240625180289	0.701838730514401	1.4943199808749792
AHNAK2	0.5	1.701838730514401	0
AHR	0	0	0.5
AHRR	0	0.5	0
AHSA1	0.646240625180289	0.396240625180289	0
AHSA2	0	0.646240625180289	0.5804820237218405
AHSG	0.8304820237218405	0.951838730514401	0
AHSP	0.7247677727873048	-0.009882091046659491	-1.3023633414072375
AICDA	2.8680681818400395	0.5206155400479933	-0.7718657103125848
AIDA	0.396240625180289	0	0.5804820237218405
AIF1	-0.6580670538748782	-0.5923084524164297	-1.2385490775967187
AIF1L	1.2385490775967187	0	0.5
AIFM1	-0.09299219434673955	-0.5343758809374838	-1.1148579046593243
AIFM2	-0.444401894665888	-0.896240625180289	-0.5
AIFM3	0.762656518267492	-0.3713567067925604	-0.2499999999999999
AIG1	-1.8166966351737255	-2.2129372603540145	-2.2129372603540145
AIM1	0.646240625180289	0.25	0.8304820237218405
AIM1L	1.1308904890142533	0.925109929535273	0
AIM2	1.160964047443681	0.792481250360578	0
AIMP1	0.896240625180289	0.8304820237218405	0.646240625180289
AIMP2	1.5666966351737253	1.84807935569469	1.042481250360578
AIP	-0.25	-0.25	-0.25
AIPL1	-0.44138368659074423	0.4548569385895449	0.3510975637698339
AIRE	1.744319980874979	0.646240625180289	1.146240625180289
AJAP1	-1.0619818783608963	0.052876026298428025	-0.11014314784649526
AJUBA	1.6065661886755245	1.834962500721156	0.8304820237218405
AK1	0.25	0.792481250360578	0.5
AK2	0.25	0	0.646240625180289
AK3	1.8304820237218404	0.396240625180289	0.5804820237218405
AK4	1.3729632740824187	0	0.25
AK5	0.701838730514401	0.396240625180289	0
AK7	0.25	1.34807935569469	0
AK8	0	0.25	0
AK9	0.25	0.75	0.25
AKAP1	2.0192038992627075	0.792481250360578	0
AKAP10	0	1	0.646240625180289
AKAP11	0.5967557807773118	0.34675578077731184	-0.19838728063314337
AKAP12	1.0804820237218407	1.4319801136407997	1.0619818783608963
AKAP13	0.5804820237218405	0.9767226489021296	0
AKAP14	1	0	0.896240625180289
AKAP17A	0	0.5	0.5
AKAP3	0	1.175109929535273	1.0804820237218404
AKAP4	-0.5980793556946902	-1.0980793556946902	-1.0980793556946902
AKAP5	0.396240625180289	0	0
AKAP6	-0.6580670538748782	0.4076915475835703	-0.7385490775967187
AKAP7	0.701838730514401	0	0.646240625180289
AKAP8	0	2.217591179895851	0.5
AKAP8L	2.98008821385377	1.175109929535273	0.792481250360578
AKAP9	0.5	1.8729632740824187	1.7175911798958512
AKIP1	0	0	0.5804820237218405
AKIRIN1	0	0	0
AKIRIN2	-1.8628027779580822	-2.6932848016799227	-1.9914460711655217
AKNA	0	0.896240625180289	0
AKNAD1	0.25	0	0
